@relation segment

@attribute original numeric
@attribute Hue numeric
@attribute Saturation numeric
@attribute Brightness numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Minimum_1.0 numeric
@attribute Median_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Minimum_2.0 numeric
@attribute Median_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Minimum_4.0 numeric
@attribute Median_4.0 numeric
@attribute class {plant1,plant2,plant3,background}

@data
96.333333,98,63,112,96.333333,96.666667,92.333333,96.333333,96.666667,97.333333,90.333333,96.333333,96.666667,96,80.333333,96,plant2
96,99,66,112,96,96.333333,92.333333,96,96.333333,96.333333,86.333333,96,96.333333,95.666667,80.333333,96,plant2
95.333333,98,64,111,95.333333,95.333333,86.333333,95.333333,94.666667,95,80.333333,95.333333,95,94.666667,79.666667,95.333333,plant2
91.666667,93,57,106,91.666667,92.333333,80.333333,94.333333,92.333333,93.333333,80.333333,94.333333,93,92.666667,72.666667,94,plant2
85.333333,85,49,98,86,88.666667,80.333333,86.666667,88.666667,91.333333,80,87.333333,90.333333,89.333333,63,88.333333,plant2
95.333333,100,62,110,95.333333,95.333333,90.333333,96,95.333333,95.333333,88.666667,95.666667,95.333333,95.666667,83.666667,95.666667,plant2
92.333333,101,68,108,92.333333,94.333333,90.333333,94.333333,94,95.666667,88.666667,95.666667,95.333333,96.666667,84.333333,95.666667,plant2
94,102,69,110,94,95,90.333333,95.333333,95,96.333333,88.333333,95.666667,96,96,80.333333,95.666667,plant2
97.666667,100,63,113,97.666667,98,90.666667,96,97.666667,97.333333,84.666667,95.666667,96.333333,94.666667,80,95.333333,plant2
101,95,53,115,101,99.333333,85.333333,98.333333,99.333333,96.333333,80.333333,96,95.333333,92.666667,74.333333,94,plant2
99,85,41,111,99,97,83.333333,97.333333,97.333333,94.666667,80,94.666667,93.333333,90,64.333333,90,plant2
94.333333,101,67,110,94.333333,93.666667,88.666667,94,94,94.333333,88.666667,94.666667,94.333333,95.666667,85.333333,95.666667,plant2
90.333333,101,69,106,90.333333,92.333333,88.666667,92.666667,92,94.333333,88.666667,94.333333,94.666667,96.333333,88,96,plant2
93,102,70,109,93,94,88.666667,93.333333,94.333333,95.666667,88.666667,95,95.333333,96.333333,84.333333,95.333333,plant2
100.333333,101,63,116,100.333333,99.333333,92.333333,98.666667,99.333333,98,88.333333,96,97,94.666667,80.333333,94.666667,plant2
110.333333,97,49,124,109.333333,103.666667,96.333333,102.333333,104.666667,98.666667,85.333333,97,97.666667,92.666667,78,93.333333,plant2
115.666667,89,36,127,113.666667,102.666667,88.666667,102.333333,104.666667,97,83.333333,97,96,90.666667,69,90.333333,plant2
91,103,65,105,91,93,88.666667,92.333333,92.666667,94.333333,88.666667,93.666667,94.333333,95.666667,85.333333,95.666667,plant2
88.666667,104,65,102,89,91.333333,88.666667,91.666667,91,94,88.666667,93.333333,94.333333,96.666667,88,95.666667,plant2
92.666667,104,66,107,92.666667,93.666667,88.666667,92.666667,93.666667,95.333333,88.666667,93.333333,95.333333,96,88,95.333333,plant2
99,103,60,113,99,98.333333,91.666667,98,98.333333,97.666667,88.666667,95.333333,97,95,84,93.666667,plant2
105.333333,99,49,118,105.333333,103.666667,95.333333,101.666667,103,98.666667,89,97,97.333333,93,78.333333,93,plant2
107.333333,87,38,119,106.666667,102.666667,92.666667,101,103,97.333333,86.666667,97,96.333333,91.333333,73.333333,91,plant2
92,103,60,105,92,93.333333,88.666667,92.333333,93.333333,94.666667,88.666667,94.333333,95,96.333333,85.333333,95.666667,plant2
90,106,64,103,90,91.666667,88.666667,92,91.333333,93.666667,88.666667,93.333333,94.333333,96.333333,88.333333,95.666667,plant2
92,106,63,105,92,93,88.666667,92.333333,93,94,88.666667,93.333333,94.666667,96.333333,87,95.333333,plant2
96.333333,105,58,109,96.333333,96,91.666667,94.666667,96,95.666667,88.333333,93.666667,95.666667,95,84.333333,94,plant2
99,100,50,111,99,98,90.333333,97,98,97.333333,88,95,96.333333,94,79,93.333333,plant2
97.666667,89,42,109,97.666667,97,89.666667,96.333333,97.333333,96.333333,86.333333,94.333333,94.666667,92.333333,73.333333,92.666667,plant2
94.666667,107,55,106,94.666667,95.333333,90,94.666667,95.333333,96,88.666667,95.333333,96.333333,97.333333,88.666667,96.333333,plant2
92,106,58,104,92,93,90,92.666667,93,94,88.666667,93.666667,95,97,88,96.333333,plant2
92.333333,108,58,104,92.333333,93,90,92.666667,93,94,88.666667,93.333333,94.666667,96,86.666667,95.666667,plant2
93.666667,104,57,106,93.666667,93.666667,91,93.333333,93.666667,94,88.333333,93.333333,94.666667,95.333333,84.333333,95,plant2
94,100,52,106,94,94,89.666667,94.333333,94,94.666667,87.666667,94,94.666667,94.666667,81.666667,94,plant2
91,92,45,102,91,92.666667,88.666667,91.333333,92.666667,94,85.666667,93,93,93,78.666667,93.333333,plant2
94,109,55,105,94,95,92,94,95,96.333333,90,94.666667,96.666667,98,88,97,plant2
93,109,56,104,93,93.666667,92,93.333333,93.666667,94.666667,90,94.333333,95.333333,97,86.666667,96,plant2
92.666667,107,56,104,92.666667,93.333333,91.333333,93,93,94,89,94,94.666667,96,84.666667,95.333333,plant2
92,103,51,103,92,93,89.666667,93.333333,93,94,88,94,94,95,82,94.666667,plant2
96.666667,110,52,107,96.666667,98,93,97,97.666667,99,92,97.333333,99,98.666667,88,98.333333,plant2
94,109,55,105,94,95.333333,92.666667,94.333333,95.333333,96.666667,91.333333,96.333333,97,98,87,97,plant2
94,109,51,104,94,95,91.666667,94.333333,95,95.666667,89.333333,94.666667,95.666667,96.666667,84,96.333333,plant2
94.666667,107,51,105,94.666667,94.333333,89.666667,94.666667,94.333333,94.333333,88.666667,94.333333,94.333333,94.666667,79.666667,95.333333,plant2
100.333333,111,44,109,100.333333,101,94,100.333333,101,101.333333,93,100.333333,100.333333,99.666667,88,99,plant2
97.666667,114,45,106,97.666667,98,93.666667,98,98,99,92.666667,98.333333,98.666667,99.333333,88.333333,98.333333,plant2
96.666667,114,46,105,96.666667,97,93.666667,97.333333,97,96.666667,91.666667,97.666667,97.333333,97.333333,84,97,plant2
97.666667,110,47,107,97.666667,96.333333,93.333333,96.333333,96.666667,95.333333,89.666667,96,95.333333,95.333333,79.666667,95.666667,plant2
100,116,44,108,100,100.333333,96.666667,100.333333,100.333333,100.666667,93.666667,100.333333,100,99.333333,89,98.666667,plant2
99,116,45,107,99,98.666667,96.666667,98.333333,98.666667,98.666667,93.666667,98.333333,98.333333,98.333333,84.666667,98.333333,plant2
90,74,58,104,90,89,86,90,89.333333,89,80.333333,90.333333,89,88.666667,76.666667,89.666667,plant3
86,74,61,100,86,86,80.333333,86,86,86.666667,77,88,87,88.333333,76.666667,89.333333,plant3
80.333333,71,69,95,80.333333,82.333333,77,82.333333,82.333333,84.333333,76.666667,85,85.333333,87.333333,76.666667,87.666667,plant3
78.333333,71,75,94,78.333333,80.333333,76.666667,80.333333,80,83,76.666667,83,83.666667,86.666667,76.666667,87,plant3
79,70,77,95,79,81,76.666667,81,80.666667,82.333333,76.666667,83,83.333333,86,76.666667,86.333333,plant3
91.333333,72,58,105,91.333333,90.333333,87.333333,91,90.333333,90,85.333333,90,89.333333,88.333333,78.333333,89.333333,plant3
93,74,57,107,93,91.333333,89.666667,91.333333,91.333333,90,86,90.333333,89.666667,88.333333,77,89.666667,plant3
92,74,57,106,92,90,86,91,91,89,80.333333,90,89,87.666667,76.666667,89.333333,plant3
88,74,60,102,88,87,80.333333,88,87.666667,86.666667,77,88,86.666667,87.666667,76.666667,89,plant3
82.333333,71,68,97,82.333333,83,77,82.333333,83,84.333333,76.666667,84.666667,85,87.333333,76.666667,87.666667,plant3
77,70,74,92,77,80,76.666667,80,80,83,76.666667,83,83.666667,86.666667,76.666667,87,plant3
77,70,79,93,77,80,76.666667,80.333333,80,82.666667,76.666667,83.333333,83.333333,86,76.666667,86.333333,plant3
81,70,76,97,81,82.333333,77,82.666667,82,84,76.666667,85,84.333333,85.333333,76.666667,86.333333,plant3
85.333333,71,70,101,85.333333,85.333333,81,85.333333,85.333333,85,77,86.333333,85.333333,85.666667,76.666667,86,plant3
87.333333,70,58,100,87.333333,88,85.333333,87.333333,87.666667,88,81.333333,88.666667,88,87.666667,74.666667,89,plant3
90,72,56,103,90,89.333333,86.333333,89.666667,90,89.333333,85.333333,90,89,88,78.333333,89.333333,plant3
92,74,57,106,92,91,88,91.333333,91,90.333333,86.333333,90.333333,89.333333,88.333333,77,89.333333,plant3
92,74,57,106,92,91,88,90,91,89.333333,82.333333,90,89,87.666667,76.666667,89,plant3
90,74,58,104,90,88,82.333333,89,88.666667,87.666667,77,89,87.666667,87,76.666667,88,plant3
84.666667,73,64,99,84.666667,84.666667,77,85.333333,84.666667,85.333333,76.666667,86,85.666667,86.333333,76.666667,87.666667,plant3
80.666667,72,71,96,80.666667,82.333333,76.666667,82.333333,82,84,76.666667,85,84.666667,86.333333,76.666667,87,plant3
81,70,76,97,81,82.333333,76.666667,81.333333,82.333333,83.666667,76.666667,84.666667,84.333333,86,76.666667,86.333333,plant3
84,70,73,100,84,84.333333,77,85.333333,84.333333,84.666667,76.666667,86,85,85.666667,76.666667,86.333333,plant3
86.333333,71,70,102,86.333333,86,81,86.333333,86.333333,85.666667,77,86.333333,85.666667,85.666667,76.666667,86.333333,plant3
85.333333,71,70,101,85.333333,86.333333,84.333333,86.333333,86,86.666667,81,86.666667,86.666667,86.666667,76.666667,86.666667,plant3
86.333333,70,59,99,86.333333,88,85.333333,87.333333,87.333333,88,81.333333,88,87.666667,87,76.333333,87.333333,plant3
88,72,58,101,88,89.333333,86.333333,89.666667,89,89.333333,85.333333,89.333333,89,88,78.333333,88.333333,plant3
89,74,59,103,89,90.333333,88,90.333333,90,90.333333,86.333333,90,89.333333,88.333333,80,88.333333,plant3
90,74,58,104,90,91,89,90,90,89.666667,84.666667,90,89,87.666667,77,88,plant3
89,74,59,103,89,89,84.666667,90,89,88.666667,80.666667,89,87.666667,87.333333,76.666667,88,plant3
85.333333,71,66,100,85.333333,86.666667,80.666667,87.333333,86.333333,86.666667,77,87.666667,86.333333,86.333333,76.666667,88,plant3
86,70,68,101,86,85.333333,80.333333,86,85.666667,85.666667,76.666667,87,86,86.333333,76.666667,87,plant3
87,70,71,103,87,86,80.333333,87,86,85.333333,76.666667,86.666667,85.666667,86,76.666667,86.333333,plant3
89,70,70,105,89,87,81,88,87.333333,86,77,87,86.333333,85.666667,76.666667,86.333333,plant3
89.333333,71,68,105,89.333333,87.333333,84,89,88,86.666667,81,87,86.666667,85.666667,76.666667,86.666667,plant3
86.666667,69,70,102,86.666667,86.666667,84.333333,86.666667,86.666667,86.666667,83.666667,86.666667,86.666667,86.666667,77,87,plant3
89.333333,70,57,102,89.333333,88,86.333333,88,88.333333,87.333333,84.333333,87.333333,87.333333,87,78.333333,86.666667,plant3
90.333333,72,58,104,90.333333,89,86.333333,89.333333,89.333333,88.333333,85,89,88.333333,87.666667,81.333333,87,plant3
91,74,58,105,91,90,88,90,90,89.333333,85.666667,89.333333,89,88.333333,83,88,plant3
92,74,57,106,92,90,89,90,90,89,85.333333,89.333333,88.666667,87.666667,80.666667,88.333333,plant3
90,74,58,104,90,88.666667,85.333333,89,89,88.666667,83.333333,89,87.666667,87.666667,77,88,plant3
87.333333,71,65,102,87.333333,87.666667,85.333333,88,87.333333,87.333333,80.666667,88,87.333333,87.333333,76.666667,88,plant3
88,70,66,103,88,87,85.333333,87.333333,87.333333,87,80.333333,87.666667,87,86.666667,76.666667,87.666667,plant3
88,70,71,104,88,88,86,88,88,86.666667,80.333333,87.666667,86.666667,86,76.666667,86.666667,plant3
89,70,70,105,89,88.333333,87,88.333333,88.333333,87.333333,81,88,87,85.666667,76.666667,86.333333,plant3
89.333333,71,68,105,89.333333,88.666667,86.666667,89,88.666667,87.333333,83.666667,87.666667,87.333333,85.666667,77,86.333333,plant3
89.333333,71,68,105,89.333333,87.666667,84.333333,88.666667,88,87,84.333333,87.333333,87,86.666667,80.333333,86.666667,plant3
88.333333,70,58,101,88.333333,87.333333,84.333333,87.333333,87.333333,87,84,86.333333,87,87,81.333333,86.666667,plant3
89.333333,72,59,103,89.333333,88.333333,85,89,88.333333,87.333333,84,87.333333,88,87.666667,83,87,plant3
90,74,58,104,90,89,85.666667,90,89,88.333333,84.333333,88.666667,88.333333,88.333333,83,88,plant3
90,74,58,104,90,89,86,90,89,88,83.333333,89,88.333333,88.333333,83,88.333333,plant3
89,74,59,103,89,87.666667,83.333333,87.333333,88,87.666667,83.333333,88,87.666667,88.333333,80.666667,88,plant3
86.333333,71,65,101,86.333333,87.333333,83.333333,88,87.333333,87.333333,83.333333,88,87.333333,87.333333,77,88,plant3
88.333333,71,68,104,88.333333,87.333333,83.333333,87.666667,87.333333,87,83.333333,87.333333,87,87,76.666667,88,plant3
88,70,71,104,88,88,86,88,88,87.333333,82.666667,87.666667,87.333333,86.333333,76.666667,87,plant3
88,70,71,104,88,88,86,88,88,87.333333,82.333333,88,87.333333,86,77,86.333333,plant3
88.333333,71,68,104,88.333333,88.333333,86,88.333333,88.333333,87.333333,82.333333,88,87.333333,86.333333,80.333333,86.666667,plant3
89.333333,71,68,105,89.333333,88,86,88,88,86.666667,82.333333,87.333333,87.333333,86.666667,80.333333,87.333333,plant3
86,72,59,99,86,86.333333,84,86,86.333333,87,84,86.666667,87.333333,87.666667,83,87.333333,plant3
86,74,61,100,86,87,84.333333,86,87,87.666667,84,87,87.333333,88.333333,83,88,plant3
86,74,61,100,86,87,85,86,87,87.666667,83.333333,86.666667,88,88.666667,83,88.666667,plant3
86,74,61,100,86,86.666667,83.333333,86,86.666667,87.666667,83.333333,87.666667,87.666667,88.666667,82.333333,88,plant3
83.333333,71,67,98,83.333333,86.333333,83.333333,86.666667,86.333333,87.333333,83.333333,88,87.333333,88.333333,80.333333,88,plant3
88,70,66,103,88,86.666667,83.333333,87.333333,87,87,82.666667,87.333333,87,87.666667,80.333333,88,plant3
88,70,71,104,88,87,83,87.666667,87,86.333333,81,87.333333,87,87.333333,80.333333,88,plant3
86,70,72,102,86,86,82.333333,86.333333,86,86.333333,80.333333,87.333333,86.666667,87,80.333333,87.666667,plant3
86.333333,71,70,102,86.333333,86.333333,82.333333,86.333333,86.333333,86.333333,80.333333,87.333333,86.666667,87,80.333333,87.666667,plant3
86,74,61,100,86,87,85,86,87,88,83.333333,87,88.333333,88.666667,83,88.666667,plant3
86,74,61,100,86,87,83.333333,86,87,88.666667,83.333333,88,88.666667,88.666667,81,88.333333,plant3
84.333333,71,66,99,84.333333,87.333333,83.333333,87.666667,86.666667,88.333333,83.333333,88,88.333333,88.666667,80.333333,88,plant3
87.666667,72,66,103,87.666667,87,83.333333,87.333333,87,87.666667,81,87.666667,87.666667,88.666667,80.333333,88,plant3
86,70,72,102,86,86,81,86,86,86.333333,80.333333,86.333333,87.333333,88.333333,80.333333,88,plant3
124.681999,64,59,133,124.681999,122.795998,118.251999,123.209,122.910004,122.795998,117.251999,123.095001,122.795998,121.910004,115.251999,122.209,background
145.171997,3,162,249,141.688004,122.615997,56.596001,143.389008,126.513,115.821999,33.174999,144.274994,116.533997,113.637001,32.577,144.389008,background
64.319,2,197,133,67.917,88.379997,30.093,92.348,84.483002,92.679001,30.093,92.348,94.277,98.761002,30.093,137.274994,background
151.171997,3,159,255,147.873001,128.811996,55.443001,143.389008,132.410004,118.833,30.093,144.089996,120.132004,114.935997,30.093,144.389008,background
143.481995,3,165,250,139.699005,118.017998,51.742001,141.688004,123.213997,113.050003,30.093,141.802002,113.935997,112.337997,30.093,144.089996,background
145.091003,2,166,255,140.895004,116.544998,51.742001,141.802002,122.926003,112.637001,32.104,142.688004,113.935997,112.337997,30.093,143.389008,background
125.824997,1,180,241,126.124001,127.526001,120.823997,127.824997,126.824997,124.514999,99.778999,127.526001,124.536003,123.936996,78.861,127.526001,background
126.824997,1,180,242,126.824997,126.226997,109.318001,127.526001,126.226997,122.617996,92.016998,127.526001,123.525002,124.040001,75.481003,127.526001,background
111.698997,2,186,216,111.100998,112.142998,77.873001,119.751999,112.328003,119.945999,75.481003,119.165001,121.647003,128.059006,74.666,119.751999,background
130.537003,1,177,247,129.238007,122.030998,94.203003,126.939003,123.917,118.627998,77.873001,126.824997,122.535004,125.337997,74.666,127.526001,background
86.925003,3,194,173,91.843002,121.080002,80.646004,108.596001,114.862999,127.367996,80.646004,109.296997,126.769997,132.460007,70.551003,111.101997,background
119.262001,51,21,121,122.240997,131.787994,72.311996,132.119003,131.097,135.169006,72.311996,130.923004,135.468002,137.860001,70.551003,138.134995,background
164.929993,81,19,170,162.528,148.291,84.529999,164.815994,150.796005,142.776001,72.311996,163.186005,143.960999,140.962006,72.311996,160.794998,background
174.908997,57,20,178,173.610001,165.311005,143.343994,165.712997,165.794998,153.279999,85.519997,164.082993,151.373001,141.054001,82.557999,159.207993,background
112.138,67,57,120,111.138,100.192001,35.18,112.138,102.778999,92.132004,26.006001,112.138,101.544998,109.071999,20.646999,113.910004,background
134.160004,59,45,140,134.160004,134.860992,133.160004,134.860992,134.860992,135.860992,133.160004,135.860992,135.860992,136.860992,130.675995,136.746994,background
149.764008,24,44,160,149.764008,147.764008,143.764008,147.764008,148.764008,146.764008,139.764008,147.764008,145.764008,143.764008,133.764008,142.764008,background
143.453995,28,42,151,143.453995,143.339996,140.753006,143.339996,143.339996,142.339996,138.753006,142.453995,141.753006,140.453995,136.041,140.753006,background
141.753006,27,44,150,141.753006,141.453995,137.753006,141.753006,141.453995,141.339996,136.753006,141.339996,140.453995,139.453995,134.453995,139.753006,background
138.453995,28,43,146,138.453995,138.753006,136.453995,138.753006,138.753006,138.753006,135.041,138.753006,138.453995,138.453995,133.041,138.453995,background
134.753006,27,46,143,134.753006,135.753006,133.753006,134.753006,135.753006,136.339996,133.753006,136.753006,136.453995,137.339996,133.453995,137.339996,background
133.927002,31,47,141,133.927002,134.927002,133.927002,133.927002,134.927002,135.927002,133.927002,134.927002,136.628006,137.628006,133.927002,137.628006,background
139.927002,31,45,147,139.927002,139.927002,137.927002,138.927002,139.927002,139.927002,134.927002,139.927002,138.927002,138.927002,133.927002,139.927002,background
139.927002,31,45,147,139.927002,139.927002,138.927002,140.927002,139.927002,139.927002,136.927002,140.927002,139.927002,139.927002,129.927002,139.927002,background
139.927002,31,45,147,139.927002,140.927002,137.927002,140.927002,140.927002,140.927002,137.927002,140.927002,140.927002,140.927002,133.927002,140.927002,background
140.927002,31,44,148,140.927002,139.927002,137.927002,139.927002,139.927002,139.927002,137.927002,139.927002,140.927002,140.927002,133.927002,140.927002,background
142.927002,31,44,150,142.927002,142.927002,140.927002,142.927002,142.927002,141.927002,139.927002,142.927002,141.927002,141.927002,137.927002,141.927002,background
142.927002,31,44,150,142.927002,142.927002,140.927002,142.927002,142.927002,142.927002,139.927002,142.927002,141.927002,141.927002,137.927002,141.927002,background
141.927002,31,44,149,141.927002,141.927002,140.927002,141.927002,141.927002,142.041,140.927002,141.927002,141.927002,141.927002,136.041,141.927002,background
140.927002,31,44,148,140.927002,140.927002,139.927002,140.927002,140.927002,140.927002,139.927002,140.927002,140.927002,140.927002,134.041,140.927002,background
140.927002,31,44,148,140.927002,140.927002,139.927002,140.927002,140.927002,140.927002,139.927002,140.927002,140.927002,141.041,138.927002,140.927002,background
143.927002,31,43,151,143.927002,143.927002,142.927002,143.927002,143.927002,143.927002,141.927002,143.927002,142.927002,142.927002,139.927002,142.927002,background
146.225998,29,44,154,146.225998,145.225998,142.225998,145.225998,145.225998,143.927002,139.225998,144.225998,143.225998,142.225998,135.225998,142.927002,background
144.225998,29,45,152,144.225998,144.225998,137.225998,144.225998,144.225998,144.225998,136.225998,143.225998,143.225998,143.225998,135.225998,143.225998,background
148.225998,29,44,156,148.225998,147.225998,142.225998,148.225998,147.225998,145.225998,139.225998,146.225998,145.225998,144.225998,139.225998,144.225998,background
140.225998,29,46,148,140.225998,140.225998,138.225998,140.225998,140.225998,140.225998,136.225998,140.225998,141.225998,141.225998,134.938004,142.225998,background
138.225998,29,47,146,138.225998,138.225998,136.225998,138.225998,138.225998,139.225998,136.225998,140.225998,140.225998,141.225998,134.938004,140.639008,background
143.225998,29,45,151,143.225998,143.225998,140.225998,143.225998,143.225998,143.225998,138.225998,143.225998,143.225998,142.225998,136.225998,143.225998,background
144.225998,29,45,152,144.225998,144.225998,141.225998,144.225998,144.225998,143.339996,139.225998,144.225998,144.225998,143.339996,139.225998,144.225998,background
140.927002,31,44,148,140.927002,141.927002,139.927002,140.927002,141.927002,141.927002,138.927002,140.927002,141.927002,141.927002,138.927002,141.927002,background
139.927002,31,45,147,139.927002,141.927002,139.927002,141.927002,141.927002,141.927002,139.927002,142.927002,142.927002,142.927002,139.927002,142.927002,background
142.927002,31,44,150,142.927002,142.927002,139.927002,142.927002,142.927002,142.927002,139.927002,142.927002,142.927002,143.927002,139.927002,142.927002,background
147.927002,31,42,155,147.927002,145.927002,142.927002,146.927002,146.927002,144.927002,141.927002,145.927002,144.927002,144.927002,139.927002,143.927002,background
143.018997,40,36,146,143.018997,143.317993,142.018997,143.018997,143.317993,143.317993,142.018997,143.617004,143.432007,143.731003,137.029999,143.617004,background
142.442993,33,39,148,142.442993,144.328995,142.143997,143.628006,143.442993,144.328995,142.029999,143.742004,144.328995,143.442993,136.442993,143.029999,background
141.041,30,43,148,141.041,141.041,137.041,141.041,141.041,142.041,134.041,142.041,142.041,142.041,133.041,142.328995,background
140.753006,27,44,149,140.753006,141.453995,138.041,142.041,141.339996,141.339996,135.041,142.753006,141.339996,140.753006,133.041,140.753006,background
143.753006,27,43,152,143.753006,143.166,140.753006,143.753006,143.052002,142.166,138.753006,142.753006,142.052002,140.753006,134.041,140.350998,background
146.764008,24,45,157,146.764008,146.764008,139.764008,146.764008,145.764008,144.764008,138.052002,143.764008,144.464996,142.464996,133.753006,140.464996,background
152.764008,24,43,163,152.764008,150.764008,144.764008,150.764008,150.764008,147.764008,137.764008,147.764008,146.764008,143.764008,132.764008,142.764008,background
145.074005,20,50,158,145.074005,147.074005,140.074005,146.074005,147.074005,147.774994,133.074005,146.074005,147.774994,148.362,133.074005,144.774994,background
148.774994,21,47,161,148.774994,149.362,140.074005,148.774994,149.362,149.475998,135.074005,148.362,149.362,148.475998,131.764008,145.362,background
149.063004,23,46,160,149.063004,148.764008,139.052002,148.764008,148.764008,147.764008,132.350998,148.063004,146.764008,145.350998,113.329002,144.177002,background
143.753006,27,43,152,143.339996,139.753006,129.628006,140.339996,140.339996,136.753006,113.329002,138.753006,136.753006,135.339996,104.616997,138.166,background
36.658001,42,20,37,47.543999,95.316002,19.544001,45.860001,89.316002,107.202003,19.544001,86.947998,108.202003,114.087997,19.544001,102.431999,background
61.244999,53,16,62,61.244999,77.657997,21.131001,55.658001,74.657997,114.657997,17.544001,76.245003,111.657997,125.543999,17.544001,105.316002,background
17.544001,42,56,18,25.544001,75.130997,17.544001,52.973999,65.43,102.316002,17.544001,75.245003,98.316002,108.087997,17.544001,102.247002,background
121.802002,35,50,127,121.802002,121.802002,107.904999,121.802002,121.802002,121.502998,101.904999,121.802002,118.916,113.845001,17.544001,124.916,background
130.514008,32,48,137,130.514008,130.100998,117.502998,130.514008,130.100998,129.100998,107.904999,131.214996,128.214996,124.329002,28.316,134.916,background
138.699005,31,48,146,138.699005,138.813004,136.813004,137.813004,138.813004,139.927002,130.514008,138.813004,138.927002,137.927002,112.089996,138.927002,background
149.764008,24,44,160,149.764008,147.464996,144.166,147.464996,147.464996,145.052002,137.225998,145.052002,144.052002,142.639008,135.041,142.639008,background
144.453995,28,41,152,144.453995,144.339996,142.628006,144.339996,144.339996,143.753006,138.328995,143.753006,142.753006,140.453995,124.318001,141.753006,background
134.964996,44,44,138,134.964996,134.078995,129.779999,134.964996,134.078995,134.078995,128.067993,133.666,133.964996,133.078995,125.193001,132.378006,background
144.416,54,47,150,144.416,143.003006,140.416,143.003006,143.302002,141.416,136.427002,141.529999,141.416,139.416,128.839996,141.003006,background
133.871994,56,44,139,133.871994,133.871994,131.871994,133.871994,133.871994,133.871994,129.871994,133.871994,133.871994,134.871994,125.872002,133.871994,background
127.872002,56,46,133,127.872002,128.171005,126.872002,127.872002,127.872002,128.871994,123.872002,127.872002,129.871994,129.871994,120.872002,130.171005,background
131.871994,56,44,137,131.871994,131.871994,128.871994,131.871994,131.871994,131.871994,128.871994,132.871994,131.871994,131.871994,124.872002,131.572998,background
135.871994,56,43,141,135.871994,134.871994,131.871994,135.871994,134.871994,134.871994,128.871994,135.871994,134.871994,134.572998,124.572998,135.871994,background
131.149002,63,48,138,131.447998,132.860992,129.860992,133.447998,132.860992,134.160004,129.860992,133.860992,133.160004,131.274002,61.137001,134.572998,background
92.473,63,5,93,93.473,101.005997,25.533001,90.208,99.418999,101.891998,25.533001,90.664001,106.005997,112.478996,20.945999,98.941002,background
124.849998,65,50,132,124.849998,124.849998,119.849998,124.849998,124.849998,123.849998,116.149002,124.849998,123.849998,123.149002,113.561996,124.149002,background
123.160004,59,49,129,123.160004,123.861,120.447998,124.561996,123.747002,123.861,119.149002,124.561996,123.861,123.861,118.561996,124.447998,background
122.160004,59,49,128,122.160004,123.160004,120.160004,122.160004,123.160004,124.160004,119.447998,124.572998,124.160004,125.160004,119.149002,125.160004,background
125.572998,58,46,131,125.572998,125.872002,124.572998,125.872002,125.572998,125.872002,123.459,125.872002,125.872002,126.459,119.747002,126.572998,background
126.872002,56,46,132,126.872002,126.872002,124.872002,126.872002,126.872002,126.872002,123.459,126.872002,126.872002,127.170998,119.045998,126.872002,background
130.584,53,43,135,130.584,130.584,128.285004,130.584,130.584,130.584,126.872002,130.584,130.584,130.171005,122.160004,130.584,background
132.882996,51,42,137,132.882996,132.882996,129.882996,132.584,132.882996,132.584,128.285004,132.584,131.882996,130.584,123.872002,130.584,background
134.182007,49,42,138,134.182007,133.182007,131.182007,133.481003,133.182007,132.595001,127.181999,133.182007,132.182007,131.182007,119.595001,132.182007,background
