@relation segment

@attribute original numeric
@attribute Hue numeric
@attribute Saturation numeric
@attribute Brightness numeric
@attribute 'Kuwahara_19_ 10_0' numeric
@attribute 'Kuwahara_19_ 10_1' numeric
@attribute 'Kuwahara_19_ 10_2' numeric
@attribute Sobel_filter_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Minimum_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Median_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Minimum_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Median_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Minimum_4.0 numeric
@attribute Maximum_4.0 numeric
@attribute Median_4.0 numeric
@attribute class {plant1,plant2,plant3,background}

@data
68.666667,62,83,82,68.333333,68.333333,68.333333,22.333333,68.666667,21.666667,64,71.333333,69,68.666667,18.333333,61.666667,75.666667,69,69,9.666667,61.666667,83.333333,69,plant2
70,63,79,83,69,69,69,4.333333,70,4.333333,67.333333,71.333333,70,69.666667,5,64,75.666667,69,69.666667,4.333333,61.666667,82.666667,69,plant2
68.666667,62,83,82,69,69,69,17.333333,68.666667,16.333333,65.333333,71,69,68.666667,10.666667,63.333333,75,69,69.666667,3,61.666667,81,70,plant2
65.333333,64,87,79,69,69,69,21.333333,65.333333,20.333333,63.333333,70.333333,68,66.666667,14.666667,63.333333,75.333333,68.666667,69,5.666667,63.333333,80.666667,70.333333,plant2
64.333333,64,88,78,68.666667,69.666667,69.666667,16,64.333333,15,63.333333,69,67.333333,66.666667,11.666667,63.333333,75.333333,68,69,4.666667,63.333333,79.333333,70.333333,plant2
81.333333,59,68,93,75.666667,75.666667,75.666667,35.666667,81.333333,34,74.333333,84.333333,81,80,25.333333,67.333333,84.333333,78.333333,76,14,61.666667,84.333333,74.333333,plant2
74.666667,58,79,87,69,70.666667,70.666667,54,74.666667,53,67.333333,81.333333,74.666667,74.666667,44.333333,61.666667,84.333333,74.666667,73.666667,23,59.333333,84.333333,74,plant2
67.333333,59,86,80,68.666667,68.666667,68.666667,51,67.333333,49.333333,61.666667,75.333333,67.333333,68.333333,39.333333,61.666667,81.333333,68,70.333333,21.333333,59.333333,84.333333,70.666667,plant2
61.666667,60,89,74,68.666667,68.666667,68.666667,13.333333,61.666667,13.333333,61.666667,68.333333,64,64.333333,13,61.666667,75.333333,67.333333,68.333333,10.666667,59.333333,84.333333,70.333333,plant2
64,61,89,77,69.333333,69.333333,69.333333,23.666667,64,22.333333,61.666667,69,64,65,13.666667,61.666667,71.333333,67.333333,67.666667,5,59.333333,81.333333,69,plant2
67.333333,59,86,80,69.333333,69.333333,69.333333,23.333333,67.333333,23,64,70.666667,68,67.666667,19,61.666667,73,69,68.666667,8.666667,59.333333,81,69,plant2
70,63,79,83,69.333333,69.333333,69.333333,12.333333,70,12.333333,67.333333,73,70,69.666667,11.666667,64,75.333333,69,69.666667,7.333333,61.666667,81,69,plant2
70.333333,62,79,83,69.333333,69.333333,69.333333,18.666667,70.333333,18.666667,65.333333,74.333333,70,70.333333,16,64.333333,77.333333,70,70,8,61.666667,80.666667,69,plant2
69,61,83,82,69.333333,69.333333,69.333333,34,69,32.666667,64.333333,75.333333,69,69.666667,24,63.333333,79.333333,69,70,10.333333,63.333333,80.666667,69.666667,plant2
68,61,85,81,69.333333,69.333333,69.333333,32.333333,68,31,64.333333,75.333333,68.333333,69,22,63.333333,79.333333,69,70,10,63.333333,80.666667,70,plant2
81.666667,57,68,93,73,74,74.333333,23,81.666667,22,75.333333,84.333333,79.333333,79.666667,16,70.666667,84.333333,76.333333,76.333333,7.333333,61.666667,84.333333,74.333333,plant2
80.666667,57,69,92,75.333333,75.333333,75.333333,26,80.666667,25,74.666667,84.333333,79.333333,79.333333,21.666667,67.333333,84.333333,76.333333,75.666667,15,59.333333,84.333333,74.333333,plant2
75.333333,57,76,87,73.333333,73.333333,73.333333,48.666667,75.333333,48,67.333333,81.333333,75.333333,75,41.333333,61.666667,84.333333,74.666667,73,23.333333,59.333333,84.333333,73,plant2
68.333333,57,82,80,67,68,68,53.333333,68.333333,51.666667,61.666667,76.333333,68.333333,68.666667,40.666667,59.333333,81.333333,67.333333,70,22,59.333333,84.333333,70,plant2
61.666667,60,89,74,66.333333,66.333333,66.666667,18,61.666667,17.333333,61.666667,69.333333,64,64.333333,14.333333,59.333333,76.333333,66.333333,67.333333,10.666667,59.333333,84.333333,69,plant2
64,61,89,77,67.666667,67.666667,70,24.333333,64,22.666667,61.666667,68.333333,64,65,15,59.333333,73,67.333333,67.333333,4.666667,59.333333,81.333333,69,plant2
68.333333,59,85,81,71.333333,71.333333,71.333333,27.666667,68.333333,27.666667,64,73,68.333333,68,25.333333,61.666667,78,68.333333,68.666667,12.666667,59.333333,80.666667,69,plant2
70.666667,60,79,83,71.333333,71.333333,71.333333,23,70.666667,23,67.333333,75.333333,70.333333,71,22.666667,64,80.666667,70,70.333333,13.666667,59.333333,80.666667,69.333333,plant2
73,61,80,86,71,71,71.333333,24,73,23.666667,69,77.333333,73,72.666667,22.333333,65.333333,80.666667,70.666667,71.666667,11.666667,61.666667,80.666667,69.333333,plant2
74.333333,59,79,87,71.333333,71.333333,71.333333,33.666667,74.333333,32.333333,68,79.333333,74.333333,73.333333,24.333333,64.333333,80.666667,70.666667,72,12,63.333333,80.666667,70,plant2
75.333333,59,78,88,71.333333,71.333333,71.333333,36.666667,75.333333,34.666667,68,79.333333,69.333333,72.666667,24.666667,64.333333,79.333333,69.333333,71.333333,11.666667,63.333333,80.666667,70,plant2
69.333333,59,83,82,69.666667,69.666667,69.666667,28.666667,69.333333,27,66.333333,79.333333,68.333333,70.333333,18.333333,64.333333,79.333333,69.333333,70.333333,9,63.333333,80.666667,70.666667,plant2
78.333333,57,73,90,71.666667,71.666667,74,30.666667,78.333333,29.333333,70.666667,81.666667,76.333333,77.333333,22.666667,67.333333,84.333333,75.333333,75.333333,11,59.333333,84.333333,74.333333,plant2
79.333333,57,72,91,75,75,75,20,79.333333,20,74.333333,81.666667,76.333333,77.333333,19.333333,66.333333,84.333333,75.333333,74.333333,15.333333,59.333333,84.333333,74,plant2
76.333333,57,75,88,72.666667,72.666667,72.666667,43.333333,76.333333,42.333333,66.333333,80.666667,75.333333,74.333333,37.666667,59.333333,81.666667,74.333333,72.333333,22.666667,59.333333,84.333333,70.666667,plant2
69.333333,57,81,81,66.666667,66.666667,66.666667,54,69.333333,52,59.333333,76.333333,68.333333,68.666667,40.333333,59.333333,80.666667,67.333333,69,21,59.333333,84.333333,69.333333,plant2
64,61,89,77,66,66,66.333333,18,64,18,59.333333,69.333333,64,64.333333,14.666667,59.333333,76.333333,65.666667,67,9,59.333333,81.666667,68.333333,plant2
65.333333,59,88,78,66.333333,66.333333,66.333333,27,65.333333,26,59.333333,70.666667,64,65.333333,19,59.333333,78,66.333333,67,7,59.333333,80.666667,68.666667,plant2
68.333333,59,85,81,68,68,70,39,68.333333,38.333333,62.666667,78,68.333333,69,32.666667,59.333333,80.666667,68.333333,69,16,59.333333,80.666667,69.333333,plant2
73,61,80,86,70.333333,71,71,38,73,36.666667,68.333333,80.666667,73,72.666667,29.333333,62.666667,80.666667,71,71.333333,16.333333,59.333333,80.666667,69.333333,plant2
75.333333,59,78,88,71,72,72,29.333333,75.333333,28,70.666667,80.666667,75.333333,75.333333,20,68.333333,80.666667,74.666667,73,10.666667,59.333333,80.666667,70,plant2
77.333333,59,76,90,72.333333,72.333333,73,15.333333,77.333333,14.666667,73,80.666667,75.333333,76.333333,13.333333,68,80.666667,74,73.333333,8,62,80.666667,70.333333,plant2
79.333333,59,74,92,71.666667,71.666667,71.666667,29,78.333333,27.666667,68.333333,79.333333,74.666667,75,20.333333,66.333333,80.666667,73,72.333333,10,63.333333,80.666667,70.666667,plant2
68.333333,59,85,81,71.333333,71.333333,71.333333,37.333333,69.333333,35,66.333333,79.333333,73,71.333333,23,65.333333,79.333333,71.666667,71.333333,10.666667,63.333333,80.666667,70.666667,plant2
74.333333,57,77,86,69.666667,69.666667,69.666667,28.333333,74.333333,27.333333,70.333333,79.333333,74.333333,74.333333,20.333333,67.333333,81.666667,74.333333,73.666667,10,59.333333,84.333333,74,plant2
76.333333,57,75,88,70.666667,70.666667,72,20,76.333333,20,71.666667,79.333333,74.333333,75.333333,18,65.333333,81.666667,74.333333,73.333333,14.666667,59.333333,84.333333,72,plant2
74.333333,57,77,86,70.333333,70.333333,71,43,74.333333,42,65.333333,79.333333,74.333333,72.333333,35.666667,59.333333,80.666667,73,71.333333,21,59.333333,84.333333,70.333333,plant2
66.333333,57,85,78,66.666667,66.666667,66.666667,57.333333,66.333333,55,59.333333,76.333333,66.333333,67.333333,39.333333,59.333333,79.333333,66.333333,68.333333,19,59.333333,81.666667,68.666667,plant2
59.333333,57,93,71,63.666667,63.666667,65.333333,22.666667,60.333333,21.333333,59.333333,69.333333,64,63,14.666667,59.333333,76.333333,65.333333,66.666667,7.333333,59.333333,80.666667,68.333333,plant2
62.666667,57,86,74,67,67,67,38.666667,62.666667,36.666667,59.333333,70.666667,64,64.333333,25,59.333333,78,65.666667,67,10,59.333333,80.666667,68.333333,plant2
70.666667,57,77,82,68,68,68,52,70.666667,50,61.666667,78,69.333333,69.666667,39.333333,59.333333,80.666667,68.666667,69,18.333333,59.333333,80.666667,69,plant2
78,58,73,90,71.666667,72.666667,72.666667,36,77.666667,35,68.333333,80.666667,75,75,29.333333,61.666667,80.666667,72.333333,72,17,59.333333,80.666667,70.333333,plant2
80.666667,57,69,92,73,73,73,7,80,7.333333,73,80.666667,77,77.333333,9,68.333333,80.666667,74.333333,73.333333,8.666667,59.333333,80.666667,70.666667,plant2
78.333333,57,73,90,72,73,73,19,78.333333,17.333333,70.666667,80.666667,77,77,10.333333,68.333333,80.666667,74.666667,74,3,61.666667,80.666667,71.333333,plant2
74.333333,57,77,86,71.333333,71.333333,71.333333,26.666667,74.333333,25,68.333333,79.333333,74.333333,74.666667,17,66.333333,80.666667,73.666667,73,8,64.333333,80.666667,71.333333,plant2
73,61,80,86,71,71,71.333333,15.333333,73,15.333333,66.333333,79.333333,73,72.333333,14.666667,65.333333,79.333333,71.666667,72,10.333333,64.333333,80.666667,70.333333,plant2
73,56,75,84,69,69,71.333333,14.666667,73,14,70.333333,76.333333,73,73.333333,9.666667,67.333333,79.333333,73,72.666667,6,59.333333,84.333333,72,plant2
74.333333,57,77,86,70.666667,70.666667,70.666667,12,74.333333,12.333333,70.666667,76.333333,74,73.333333,13.666667,65.333333,79.333333,73,72.333333,13.666667,58.333333,84.333333,70.666667,plant2
71.666667,57,76,83,70,70,70,37.333333,71.666667,37,65.333333,76.333333,71.666667,71,31.666667,59.333333,79.333333,71.666667,70.333333,19,58.333333,81.666667,69.333333,plant2
65.333333,57,86,77,64,65,65,49.666667,65.333333,47.666667,59.333333,74.333333,65.333333,66,34.333333,59.333333,76.333333,66,67.333333,16.666667,58.333333,80.666667,68.333333,plant2
59.333333,57,93,71,63,63,64.333333,13.666667,59.333333,13,59.333333,66.333333,62.333333,62.333333,9,59.333333,74.333333,65.666667,66.333333,5.666667,59.333333,80.666667,68,plant2
61.666667,57,87,73,64.333333,64.333333,64.333333,38.333333,61.666667,36.333333,59.333333,70.666667,62.333333,63.666667,25,59.333333,78,65.666667,67,10.666667,59.333333,80.666667,68.333333,plant2
69.333333,57,81,81,66,66,66,53.333333,69.333333,51.333333,61.666667,78,69.333333,69,39,59.333333,80.666667,68.666667,69,18.666667,59.333333,80.666667,69,plant2
75.333333,57,76,87,72.666667,72.666667,72.666667,38.666667,75.333333,37.666667,67.666667,80.666667,74,74,29.666667,61.666667,80.666667,72.333333,71.333333,18,59.333333,80.666667,70.666667,plant2
77.333333,57,74,89,71.666667,71.666667,71.666667,24,77.333333,22.333333,72.333333,80.666667,75.333333,76,15.333333,67.666667,80.666667,73.333333,73.333333,10.333333,59.333333,80.666667,71.333333,plant2
75.333333,57,76,87,71.666667,71.666667,71.666667,31.666667,75.333333,29,70.333333,80.666667,74.666667,75,17.666667,70.333333,80.666667,74.333333,73.333333,5.333333,61.666667,80.666667,71.666667,plant2
70.666667,57,77,82,71,71,71,19,71,18.666667,70.333333,78.333333,73,73,16,68.333333,80.666667,73.666667,73,8.666667,65.333333,80.666667,71.666667,plant2
73,61,80,86,71.666667,71.666667,71.666667,10.333333,73,9.666667,70.333333,74.333333,73,72.333333,9.333333,66.333333,79.333333,71.666667,72,10.333333,65.333333,80.666667,70.666667,plant2
74,58,77,86,69,69,69,11,74,10,70.333333,76.333333,73,73.333333,5.333333,67.333333,79.333333,73,72,5.333333,57,81.666667,71,plant2
73,56,75,84,69,69,70.666667,17,73,16.666667,68.333333,76.333333,73,72.666667,17,65.333333,76.666667,72,71.333333,14.666667,54,81.666667,69.666667,plant2
70.666667,57,77,82,69,69,69,31.333333,70.666667,31,65.333333,74.333333,70.666667,69.666667,27.666667,59.333333,76.666667,69.666667,69.333333,18.333333,54,80.666667,68.333333,plant2
65.333333,57,86,77,65.333333,66.333333,66.333333,36.666667,65.333333,34.666667,59.333333,71.666667,65.666667,66,26,59.333333,74.333333,65.666667,67,14,54,79.333333,67.333333,plant2
60.666667,55,92,72,63,63,63,18,60.666667,16.666667,59.333333,66.333333,64,63,9.666667,59.333333,71.666667,65.666667,66,4.333333,57.333333,78,67,plant2
63,53,83,73,65.333333,65.333333,66,30,63,28.333333,59.333333,69.333333,64.333333,64.333333,20,59.333333,75.333333,66.333333,66.333333,10.666667,59,80.666667,67,plant2
67.666667,55,83,79,66.333333,66.333333,66.333333,37,67.666667,36,61.666667,75.333333,68,68.333333,30.333333,59.333333,78,67.666667,68.333333,17.666667,59,80.666667,67.666667,plant2
72.333333,54,76,83,71.666667,71.666667,71.666667,31.666667,72.333333,31,67.333333,77.333333,72,71.666667,26.666667,61.666667,80.666667,71.666667,70.333333,17.333333,59,80.666667,69.333333,plant2
74,53,72,84,71.666667,71.666667,71.666667,19.333333,74,18.666667,69.666667,77.333333,73.333333,73.333333,16,67.333333,80.666667,72.666667,72.333333,12.333333,59,80.666667,70.666667,plant2
73.333333,54,75,84,71,71,71,18.333333,73.333333,17.333333,70.333333,77.333333,72.666667,73.333333,12.333333,69,80.666667,73.333333,73,8,61.333333,80.666667,71.333333,plant2
70.333333,59,77,82,71,71,71,10,70.333333,10.333333,70.333333,75.333333,71.666667,71.666667,11.333333,68.333333,78.333333,73,72.333333,9.666667,65,80.666667,71.333333,plant2
71.666667,60,78,84,70,70,70,9.333333,71.666667,9.333333,68.333333,73.666667,71,71.333333,11.333333,66.333333,76,71.333333,71,11.333333,64,80.666667,70.666667,plant2
76.333333,59,77,89,69.666667,69.666667,69.666667,19.333333,76.333333,18.666667,69.666667,79.333333,74,74.333333,15.333333,62.333333,79.333333,73,72,11,54,80.666667,70.333333,plant2
72,58,78,84,69,69,69,32,72,31.666667,65.333333,76.333333,72,71.666667,27,58.333333,79.333333,71.666667,70,18.666667,54,80.666667,69.333333,plant2
68.333333,57,82,80,69,69,69,27.666667,68.333333,27.333333,65.333333,73,68.333333,68.333333,26,58.333333,76.333333,66.666667,68,18.666667,54,79.666667,67,plant2
66,56,82,77,67.666667,67.666667,69,17,66,16.333333,60.666667,70.666667,65.666667,66,15,58.333333,73,65.666667,66,13.333333,54,79.333333,66.333333,plant2
64.333333,51,82,74,65.666667,67.333333,67.333333,16.333333,64.333333,15.333333,60.666667,66.666667,65.666667,64.666667,6,59.333333,70.666667,65.666667,65.333333,6.333333,54,76.333333,66,plant2
65.666667,52,83,76,67.333333,67.333333,67.333333,18.666667,65.666667,17.333333,60.666667,68,66.666667,65.666667,12.666667,59.333333,72.333333,66,66.333333,10.666667,57.333333,78,66.333333,plant2
67.666667,52,81,78,67.666667,67.666667,67.666667,19.333333,67.666667,19.333333,63,72.333333,67.333333,67.666667,19.666667,60.666667,75.333333,66.666667,67.333333,16,59,80.666667,66.666667,plant2
69.666667,52,79,80,67.333333,69.666667,70.666667,23.666667,69.666667,23.666667,66.666667,74,69.666667,69.666667,22,63,77.333333,69.333333,69.333333,17.333333,59,80.666667,68.333333,plant2
72.333333,51,74,82,70,71,71,15,72.333333,15,68.333333,74,72.333333,72,15.333333,65.333333,77.333333,72,71,14,60,80.666667,70.333333,plant2
72.333333,51,74,82,71,71,71,5,72.333333,4.666667,70,75.666667,72.666667,72.666667,6,68,77.333333,72,71.333333,9.666667,61,80.666667,70.333333,plant2
72.333333,54,76,83,71,71,71,12.666667,72.333333,12,70,75.666667,72.333333,72,9,67.333333,76,72,71,9.666667,62,80.666667,70.333333,plant2
70.333333,59,77,82,68.666667,68.666667,70,16.666667,70.333333,16.333333,67.333333,75.666667,70.333333,70.666667,14.666667,65.333333,75.666667,70.666667,70.333333,12,63,79.333333,69.666667,plant2
76.333333,59,77,89,72.333333,72.333333,72.333333,43.333333,76.333333,42.333333,62.333333,79.333333,76.333333,73.666667,34.666667,57,80.333333,72,71,19,54,80.333333,69.666667,plant2
69.666667,58,83,82,67.333333,67.333333,67.333333,54.666667,69.666667,53,58.333333,76.333333,69.666667,69,42,54,79.333333,69.666667,68.333333,23,54,80.333333,68.666667,plant2
65.333333,57,86,77,67.333333,67.333333,67.333333,37,65.333333,36.666667,58.333333,72,65.666667,65.333333,31.333333,54,76.333333,65.666667,66.333333,20.666667,54,80.333333,65.666667,plant2
65.666667,55,86,77,67.333333,67.333333,67.333333,19.666667,65.666667,19.333333,58.333333,68.333333,65.666667,64.666667,18,54,72,65.333333,65,14,54,79.333333,65.666667,plant2
66.666667,52,82,77,66.333333,66.333333,66.333333,8,66.666667,8.333333,61.666667,66.666667,65.333333,65.333333,10.333333,57.333333,68.666667,64.333333,64.333333,10.333333,54,76.333333,65.333333,plant2
66.666667,52,82,77,64.666667,64.666667,66.333333,7,66.666667,7.333333,64,67.666667,65.666667,65.666667,10.666667,60,69.666667,64.666667,65,12,54,75.333333,65.333333,plant2
66.666667,52,82,77,66,67.666667,67.666667,15.333333,66.666667,15.666667,64,69.666667,66.666667,66.333333,16.666667,60.333333,72.666667,66.666667,66.333333,15.666667,57.333333,78,66,plant2
68.333333,51,78,78,68.333333,69.666667,69.666667,24.333333,68.333333,24.333333,64.333333,72.333333,68.333333,68.333333,23,60.333333,74,67.666667,67.666667,17.333333,60,80.666667,67,plant2
71.333333,51,75,81,70,70,70.333333,23,71.333333,23,65.333333,73.333333,71.333333,70.333333,21.666667,61,75.666667,71.333333,69.333333,16,60.333333,80.666667,68.333333,plant2
73.333333,51,73,83,70.666667,70.666667,71.333333,16,73.333333,15,68.333333,75.666667,72.333333,72.333333,11.666667,63.333333,75.666667,70.666667,70.333333,12.666667,60.333333,80.666667,68.666667,plant2
75.666667,52,74,86,70.333333,70.333333,70.333333,12.666667,75.333333,11.333333,69.333333,75.666667,72.333333,73,9.333333,66.333333,75.666667,70.333333,70.333333,11.666667,59.666667,78.333333,68.666667,plant2
70.333333,56,75,81,67.666667,67.666667,69,29.333333,70.333333,28,67,75.666667,70,70.333333,19.333333,65.333333,75.666667,70,69.333333,13.333333,60.666667,76,68.666667,plant2
62.333333,59,86,74,63,63,63,67,62.333333,64.333333,54,76.333333,64,64,48.333333,54,79.333333,65.333333,66,24.666667,54,80.333333,68.333333,plant2
58.333333,57,94,70,61.333333,61.333333,61.333333,44,58.333333,42.333333,54,69.666667,61.666667,60.666667,32.666667,54,76.333333,63,64.333333,19,54,80.333333,65.666667,plant2
61.666667,57,87,73,62.666667,62.666667,62.666667,39.666667,61.666667,37.666667,54,66.666667,62,61.666667,25.666667,54,69.666667,62.666667,63,13,54,79.333333,64.666667,plant2
64.333333,51,82,74,64.666667,64.666667,66.333333,28.333333,64.333333,27.333333,57.333333,66.666667,64.333333,63.333333,20.666667,54,66.666667,63.666667,63.333333,10.666667,54,76.333333,64,plant2
64.333333,51,82,74,66.333333,66.333333,66.333333,24.333333,64.333333,23.333333,60.333333,66.666667,64.333333,64,18,57.333333,68.333333,64.333333,63.666667,12,54,73.333333,64.333333,plant2
64.333333,48,80,73,65.666667,67.333333,67.333333,26.333333,64.333333,25.333333,60.333333,68.333333,64.666667,64.333333,20.333333,60.333333,71.333333,64.666667,65,14.333333,54,76,65.333333,plant2
65.333333,48,79,74,65.666667,66.666667,66.666667,33,65.333333,32,60.333333,71.333333,65.333333,65.666667,26,60.333333,73.333333,66.666667,66.333333,17,57.333333,77.333333,65.666667,plant2
68.333333,51,78,78,68.333333,69.333333,69.333333,38.666667,68.333333,37.333333,61,73.333333,68.333333,68,29.666667,60.333333,75.666667,68.333333,67.333333,17.333333,60.333333,77.333333,66.666667,plant2
72.333333,48,72,81,71.333333,71.333333,71.333333,36.333333,72.333333,34.666667,63.333333,75.666667,71.333333,70.666667,24.666667,61,75.666667,69.333333,68.666667,15.333333,59.666667,77.333333,67,plant2
75.666667,52,74,86,67.333333,69,69,23.666667,74.666667,23.333333,66.666667,75.666667,70.666667,71.666667,18.666667,62.666667,75.666667,69,69.333333,14.666667,59.333333,76,66.666667,plant2
57,58,96,69,62,62,62,43.333333,57,42,54,70.666667,58.333333,60,34.333333,54,77,63,65,21.333333,54,80.333333,67.666667,plant2
54,56,98,65,62,62,62,11.666667,54.333333,11.666667,54,62.333333,58,57.666667,12.666667,54,70.666667,61.666667,62.333333,13,54,80.333333,65.666667,plant2
57.333333,57,96,69,62.333333,62.333333,62.333333,26.666667,57.333333,24.666667,54,64.333333,58.333333,59,14.666667,54,66.666667,60.666667,62,7,54,77,64,plant2
60.666667,52,89,71,63.333333,63.333333,63.333333,18.666667,60.666667,18,57.333333,64.333333,60.666667,60.666667,13.333333,54,66.666667,60.666667,62.333333,7,54,71,63.666667,plant2
60.666667,52,89,71,62.666667,62.666667,64.333333,14.666667,60.666667,14,60.333333,64.666667,60.666667,61.666667,10.333333,57.333333,66.666667,62.666667,62.666667,8.333333,54,72.333333,63.666667,plant2
60.333333,51,87,70,62.666667,62.666667,65,15.333333,60.333333,15,60.333333,65.333333,61.333333,61.666667,12.333333,60.333333,68.333333,63.333333,63.333333,10.333333,54,75.666667,64.333333,plant2
61,47,87,70,63.666667,64.333333,66,21.333333,61,21,60.333333,68.333333,62.333333,62.666667,18.333333,60.333333,72.333333,63.666667,64.666667,13.333333,57.333333,75.666667,65.333333,plant2
63.333333,48,81,72,64.666667,64.666667,65.666667,33.333333,63.333333,32.333333,61,72.333333,64,64.666667,26.333333,60.333333,75.666667,64.333333,65.666667,15,59.666667,75.666667,65.333333,plant2
67.333333,51,79,77,66.333333,68,68,40.333333,67.333333,38.333333,62.333333,75.666667,67.333333,67.333333,28.333333,61,75.666667,65.666667,66.666667,15.666667,59.333333,75.666667,65.333333,plant2
69.666667,52,79,80,67,67,67,34.333333,69.666667,33.333333,63.333333,75.666667,68,68.666667,25.666667,60.666667,75.666667,67,67,16,58.666667,75.666667,64.666667,plant2
56.333333,57,97,68,61.666667,61.666667,61.666667,28,56.333333,26.666667,54,64.333333,58,58.333333,17.666667,54,68.333333,61.666667,62.333333,10.333333,54,77,65.333333,plant2
58.333333,57,94,70,62.666667,62.666667,62.666667,30,58.333333,28.333333,54,64.666667,60.333333,59.666667,17.666667,54,66.333333,60.666667,62,4.666667,54,71.666667,64,plant2
60.666667,52,89,71,62,63.666667,63.666667,20.333333,60.666667,19.666667,57.333333,65,60.666667,61.333333,13.333333,54,66.333333,62,62.333333,4,54,68.666667,63.333333,plant2
60.666667,52,89,71,62,63.666667,63.666667,15.333333,60.666667,14.333333,60.333333,65,60.666667,61.666667,8.666667,57.333333,66,62.666667,62.666667,4,54,68.333333,63.333333,plant2
61,47,87,70,62,62,63,13,61,12,60.333333,64.333333,61.333333,61.666667,6.333333,60.333333,66,63,63,5.333333,54,72.333333,63.666667,plant2
61,47,87,70,63.333333,63.333333,63.333333,8.333333,61,7.666667,60.333333,63.666667,62.333333,62,5.333333,60.333333,68.333333,63.333333,63.333333,8,57.333333,75.666667,64,plant2
62.333333,48,82,71,63.333333,63.333333,63.333333,12.666667,62.333333,12.666667,61,67.333333,63,63,12,60.333333,72.333333,63.666667,64.333333,10.666667,57,75.666667,64,plant2
64,49,80,73,64.666667,64.666667,64.666667,20.666667,64,20.333333,62.333333,69.666667,63.666667,64.333333,17.666667,59.666667,75.666667,63.333333,65,13.333333,54,75.666667,64,plant2
63.333333,54,86,74,63.333333,63.333333,63.333333,31.333333,63.333333,29.333333,56.333333,66.333333,63.333333,62.666667,19,54,68.333333,62.333333,62.333333,7.666667,54,73,63.333333,plant2
64.666667,55,87,76,64,64,64,21.666667,64.666667,20.333333,58.333333,66.333333,63.666667,63.333333,13,56.333333,66.333333,62,62.666667,5,54,71.666667,63.333333,plant2
64.333333,51,82,74,64.666667,64.666667,64.666667,18.666667,64.333333,17.666667,60.333333,65.666667,64,63.666667,10,58,66.333333,62.666667,62.333333,4.666667,54,68.666667,63,plant2
63.666667,49,83,73,64.666667,64.666667,64.666667,18,63.666667,16.666667,60.333333,65.333333,63.666667,63.333333,9.666667,59,65.666667,63,63,4.666667,56.333333,68.333333,63.333333,plant2
63,49,81,72,64.666667,64.666667,64.666667,15,63,14,61,65.333333,63,63.333333,8,60,65.666667,63.333333,63.333333,4.333333,57,72.333333,63.333333,plant2
62.666667,49,85,72,64.666667,64.666667,64.666667,7.666667,62.666667,7,61,65.333333,63,63,4.666667,60,67.333333,63.333333,63.333333,6,54,75.666667,63.333333,plant2
65,58,86,77,65.666667,65.666667,65.666667,20,65,18,58.333333,66.333333,63.666667,63.333333,8,58,66.666667,62.666667,63,4.666667,54,71.666667,63.333333,plant2
65.333333,54,83,76,65.666667,65.666667,65.666667,18,65.333333,17,58.333333,65.666667,64,63.666667,8,58,66.333333,63.333333,63,4.333333,56.333333,69.333333,63.333333,plant2
65.333333,54,83,76,65.333333,65.333333,65.333333,10,65.333333,9.333333,59.333333,65.666667,64.333333,64.333333,7.333333,58,65.666667,63.666667,63,4.666667,57,69.333333,63,plant2
65.333333,54,83,76,65.666667,65.666667,65.666667,9.666667,65.333333,9,61.333333,65.666667,64,64.333333,6.666667,59,65.666667,63.333333,63.333333,4.333333,54,70,63,plant2
56.333333,75,97,73,60.333333,60.333333,60.333333,68.333333,56.666667,65.333333,50,72.666667,57.333333,59.333333,50,50,80.666667,62.666667,63.333333,29.333333,49,85.333333,64.666667,plant3
50,74,110,67,60.333333,61.333333,61.333333,23,51,23.333333,50,61,55.333333,54.333333,26.666667,49.333333,73.333333,57.666667,60,24,49,85.333333,62.333333,plant3
51.666667,69,112,68,60,60,60,22.666667,51.666667,21.666667,49.333333,57.333333,52,53,19,49,70.333333,55.666667,57.666667,16.333333,49,85.333333,62.333333,plant3
72.666667,80,81,91,66.333333,66.333333,69,78,72.666667,75.333333,56.333333,80.666667,72.666667,71,59.666667,50,80.666667,69,68,31,49.333333,80.666667,65.333333,plant3
60.666667,78,91,78,61,61,64.333333,83.666667,60.666667,80.333333,50,74,60.666667,61.333333,59.666667,50,80.666667,60.666667,63.666667,31.333333,49,84.666667,63.666667,plant3
51.333333,75,110,69,59.666667,61,63,42,52,40.666667,50,65,56,55,34,49.333333,74,57.666667,59.666667,22.333333,49,84.666667,62.333333,plant3
51.666667,69,112,68,61,62,62,25.333333,51.666667,24.666667,49.333333,58,52,53.333333,20,49,66,56,57.333333,10.333333,49,84.666667,62.333333,plant3
51.333333,66,120,68,60,61.666667,61.666667,21,51.333333,21,50.666667,57.666667,52.333333,53.666667,19,49,64.666667,56.333333,57.333333,8.666667,49,77,61.333333,plant3
